sequence,target,function
"[98, 147, 196, 245, 294, 343]",392,arithmetic
"[33, 29, 41, 103, 173, 317]",593,tribonacci
"[57, 56, 62, 61, 67, 66]",72,alternating_add_subtract
"[5, 7, 19, 12, 26, 31]",38,padovan
"[4, 8, 11, 12, 19, 23]",31,padovan
"[32, 11, 17, 60, 88, 165]",313,tribonacci
"[80, 104, 128, 152, 176, 200]",224,arithmetic
"[41, 22, 32, 95, 149, 276]",520,tribonacci
"[16, 18, 20, 54, 92, 166]",312,tribonacci
"[8, 42, 12, 62, 116, 190]",368,tribonacci
"[33, 8, 31, 72, 111, 214]",397,tribonacci
"[33, 143, 583, 2343, 9383, 37543]",150183,linear_recursive
"[13, -29, -71, -113, -155, -197]",-239,arithmetic
"[1, 12, 48, 59, 236, 247]",988,alternating_sequence
"[17, 20, 14, 31, 51, 65]",96,generate_sequence
"[30, 4, 43, 77, 124, 244]",445,tribonacci
"[65, 23, -19, -61, -103, -145]",-187,arithmetic
"[31, 6, 11, 48, 65, 124]",237,tribonacci
"[8, 14, 9, 22, 23, 31]",45,padovan
"[2, 42, 4, 48, 94, 146]",288,tribonacci
"[10, 24, 35, 69, 128, 232]",429,tribonacci
"[5, 20, 15, 20, 40, 55]",75,generate_sequence
"[26, 25, 25, 76, 126, 227]",429,tribonacci
"[22, 18, 40, 80, 138, 258]",476,tribonacci
"[39, 11, -17, -45, -73, -101]",-129,arithmetic
"[12, 5, 3, 15, 20, 23]",38,generate_sequence
"[14, 19, 7, 33, 26, 40]",59,padovan
"[40, 16, 40, 96, 152, 288]",536,tribonacci
"[32, 23, 26, 17, 20, 11]",14,alternating_add_subtract
"[2, 18, 16, 18, 36, 52]",70,generate_sequence
"[10, 6, 12, 8, 14, 10]",16,alternating_add_subtract
"[15, 4, 1, 16, 20, 21]",37,generate_sequence
"[50, 43, 36, 29, 22, 15]",8,arithmetic
"[8, 1, 8, 16, 17, 25]",41,generate_sequence
"[29, 10, 46, 85, 141, 272]",498,tribonacci
"[18, 13, 11, 31, 24, 42]",55,padovan
"[49, 207, 839, 3367, 13479, 53927]",215719,linear_recursive
"[16, 19, 39, 74, 132, 245]",451,tribonacci
"[49, 6, 8, 63, 77, 148]",288,tribonacci
"[5, 11, 1, 17, 29, 47]",93,tribonacci
"[50, 38, 9, 97, 144, 250]",491,tribonacci
"[9, 6, 15, 24, 30, 45]",69,generate_sequence
"[6, 50, 4, 60, 114, 178]",352,tribonacci
"[18, 27, 7, 52, 86, 145]",283,tribonacci
"[1, 42, 85, 212, 509, 1230]",2969,pell
"[8, 3, 1, 9, 12, 13]",22,generate_sequence
"[7, 4, 3, 11, 7, 14]",18,padovan
"[18, 15, 11, 33, 26, 44]",59,padovan
"[40, 5, 17, 62, 84, 163]",309,tribonacci
"[41, -1, -43, -85, -127, -169]",-211,arithmetic
"[54, 47, 48, 41, 42, 35]",36,alternating_add_subtract
"[30, 21, 39, 90, 150, 279]",519,tribonacci
"[86, 70, 54, 38, 22, 6]",-10,arithmetic
"[97, 90, 95, 88, 93, 86]",91,alternating_add_subtract
"[23, 7, 19, 49, 75, 143]",267,tribonacci
"[36, 29, 22, 15, 8, 1]",-6,arithmetic
"[2, 22, 6, 30, 58, 94]",182,tribonacci
"[29, 4, 16, 49, 69, 134]",252,tribonacci
"[35, 67, 99, 131, 163, 195]",227,arithmetic
"[5, 26, 33, 64, 123, 220]",407,tribonacci
"[3, 22, 28, 53, 103, 184]",340,tribonacci
"[3, 42, 87, 216, 519, 1254]",3027,pell
"[8, 2, 20, 28, 30, 50]",78,generate_sequence
"[18, 17, 1, 19, 36, 37]",56,generate_sequence
"[34, 179, 904, 4529, 22654, 113279]",566404,linear_recursive
"[1, 29, 37, 67, 133, 237]",437,tribonacci
"[7, 4, 7, 11, 11, 18]",22,padovan
"[20, 12, 16, 32, 28, 48]",60,padovan
"[36, 53, 159, 176, 528, 545]",1635,alternating_sequence
"[24, 51, 78, 105, 132, 159]",186,arithmetic
"[32, 27, 22, 17, 12, 7]",2,arithmetic
"[21, 24, 42, 87, 153, 282]",522,tribonacci
"[15, 8, 15, 23, 23, 38]",46,padovan
"[45, 42, 50, 47, 55, 52]",60,alternating_add_subtract
"[27, 25, 23, 75, 123, 221]",419,tribonacci
"[2, 9, 11, 13, 22, 33]",46,generate_sequence
"[13, 13, 21, 47, 81, 149]",277,tribonacci
"[30, 42, 126, 138, 414, 426]",1278,alternating_sequence
"[1, 46, 29, 76, 151, 256]",483,tribonacci
"[11, 3, 12, 23, 26, 38]",61,generate_sequence
"[27, 31, 58, 89, 147, 236]",383,fibonacci
"[8, 11, 10, 19, 21, 29]",40,padovan
"[11, 6, 5, 16, 22, 27]",43,generate_sequence
"[6, 10, 4, 16, 14, 20]",30,padovan
"[10, 18, 72, 80, 320, 328]",1312,alternating_sequence
"[17, 44, 71, 98, 125, 152]",179,arithmetic
"[6, 20, 5, 11, 31, 36]",47,generate_sequence
"[71, 70, 75, 74, 79, 78]",83,alternating_add_subtract
"[18, 4, 50, 72, 126, 248]",446,tribonacci
"[19, 16, 19, 35, 35, 54]",70,padovan
"[2, 8, 6, 8, 16, 22]",30,generate_sequence
"[48, 40, 43, 35, 38, 30]",33,alternating_add_subtract
"[22, 40, 43, 105, 188, 336]",629,tribonacci
"[34, 20, 4, 58, 82, 144]",284,tribonacci
"[34, 17, 44, 95, 156, 295]",546,tribonacci
"[20, 20, 12, 32, 52, 64]",96,generate_sequence
"[58, 18, -22, -62, -102, -142]",-182,arithmetic
"[71, 63, 66, 58, 61, 53]",56,alternating_add_subtract
"[13, 43, 46, 102, 191, 339]",632,tribonacci
"[10, 3, 2, 15, 20, 37]",72,tribonacci
"[47, 28, 36, 111, 175, 322]",608,tribonacci
"[64, 54, 58, 48, 52, 42]",46,alternating_add_subtract
"[2, 1, 24, 27, 52, 103]",182,tribonacci
"[25, 23, 49, 97, 169, 315]",581,tribonacci
"[42, 36, 40, 34, 38, 32]",36,alternating_add_subtract
"[31, 44, 88, 101, 202, 215]",430,alternating_sequence
"[41, 42, 1, 84, 127, 212]",423,tribonacci
"[70, 112, 154, 196, 238, 280]",322,arithmetic
"[35, 17, 27, 79, 123, 229]",431,tribonacci
"[10, 18, 11, 21, 39, 50]",71,generate_sequence
"[31, 12, 46, 89, 147, 282]",518,tribonacci
"[14, -10, -34, -58, -82, -106]",-130,arithmetic
"[47, 20, 13, 80, 113, 206]",399,tribonacci
"[9, 33, 4, 46, 83, 133]",262,tribonacci
"[25, 16, 26, 17, 27, 18]",28,alternating_add_subtract
"[33, 35, 175, 177, 885, 887]",4435,alternating_sequence
"[17, 20, 5, 37, 25, 42]",62,padovan
"[15, 1, 16, 16, 17, 32]",33,padovan
"[30, 13, 46, 89, 148, 283]",520,tribonacci
"[62, 55, 56, 49, 50, 43]",44,alternating_add_subtract
"[93, 73, 53, 33, 13, -7]",-27,arithmetic
"[69, 21, -27, -75, -123, -171]",-219,arithmetic
"[97, 93, 101, 97, 105, 101]",109,alternating_add_subtract
"[45, 43, 52, 50, 59, 57]",66,alternating_add_subtract
"[19, -7, -33, -59, -85, -111]",-137,arithmetic
"[17, 15, 10, 27, 42, 52]",79,generate_sequence
"[41, 5, 4, 50, 59, 113]",222,tribonacci
"[31, 2, 37, 70, 109, 216]",395,tribonacci
"[51, 50, 52, 51, 53, 52]",54,alternating_add_subtract
"[53, 64, 75, 86, 97, 108]",119,arithmetic
"[53, 51, 57, 55, 61, 59]",65,alternating_add_subtract
"[56, 48, 54, 46, 52, 44]",50,alternating_add_subtract
"[20, 6, 3, 23, 29, 32]",55,generate_sequence
"[17, 69, 277, 1109, 4437, 17749]",70997,linear_recursive
"[91, 105, 119, 133, 147, 161]",175,arithmetic
"[12, 11, 10, 22, 33, 43]",65,generate_sequence
"[4, 12, 11, 15, 27, 38]",53,generate_sequence
"[18, 5, 19, 37, 42, 61]",98,generate_sequence
"[8, 10, 18, 18, 28, 36]",46,padovan
"[19, 12, 14, 31, 26, 45]",57,padovan
"[39, 128, 395, 1196, 3599, 10808]",32435,linear_recursive
"[14, 29, 46, 89, 164, 299]",552,tribonacci
"[19, 47, 13, 79, 139, 231]",449,tribonacci
"[39, 35, 42, 38, 45, 41]",48,alternating_add_subtract
"[38, 5, 24, 67, 96, 187]",350,tribonacci
"[23, 28, 10, 61, 99, 170]",330,tribonacci
"[50, 14, 15, 79, 108, 202]",389,tribonacci
"[23, 5, 17, 45, 67, 129]",241,tribonacci
"[55, 92, 129, 166, 203, 240]",277,arithmetic
"[11, 13, 7, 18, 31, 38]",56,generate_sequence
"[3, 16, 47, 66, 129, 242]",437,tribonacci
"[58, 52, 46, 40, 34, 28]",22,arithmetic
"[11, 47, 42, 100, 189, 331]",620,tribonacci
"[13, 44, 48, 105, 197, 350]",652,tribonacci
"[13, 3, 10, 0, 7, -3]",4,alternating_add_subtract
"[10, 49, 6, 65, 120, 191]",376,tribonacci
"[12, 19, 15, 31, 34, 46]",65,padovan
"[13, 12, 11, 10, 9, 8]",7,arithmetic
"[3, 3, 6, 12, 21, 39]",72,tribonacci
"[34, 6, 32, 72, 110, 214]",396,tribonacci
"[31, 16, 19, 66, 101, 186]",353,tribonacci
"[79, 86, 93, 100, 107, 114]",121,arithmetic
"[39, 27, 15, 3, -9, -21]",-33,arithmetic
"[18, 10, 9, 28, 19, 37]",47,padovan
"[20, 16, 4, 40, 60, 104]",204,tribonacci
"[17, 8, 8, 25, 33, 41]",66,generate_sequence
"[69, 66, 70, 67, 71, 68]",72,alternating_add_subtract
"[20, 17, 32, 69, 118, 219]",406,tribonacci
"[25, 42, 41, 108, 191, 340]",639,tribonacci
"[9, 12, 14, 23, 35, 49]",72,generate_sequence
"[15, 1, 14, 29, 30, 44]",73,generate_sequence
"[20, 19, 6, 26, 45, 51]",77,generate_sequence
"[23, 21, 36, 80, 137, 253]",470,tribonacci
"[13, 16, 14, 43, 73, 130]",246,tribonacci
"[17, 6, 15, 23, 21, 38]",44,padovan
"[45, 11, 6, 62, 79, 147]",288,tribonacci
"[21, 1, 44, 66, 111, 221]",398,tribonacci
"[27, 14, 8, 49, 71, 128]",248,tribonacci
"[34, 34, 6, 74, 114, 194]",382,tribonacci
"[9, 12, 2, 11, 23, 25]",36,generate_sequence
"[47, 45, 48, 46, 49, 47]",50,alternating_add_subtract
"[48, 5, 48, 101, 154, 303]",558,tribonacci
"[76, 73, 77, 74, 78, 75]",79,alternating_add_subtract
"[11, 15, 45, 49, 147, 151]",453,alternating_sequence
"[6, 29, 75, 167, 351, 719]",1455,linear_recursive
"[11, 40, 15, 66, 121, 202]",389,tribonacci
"[16, 71, 291, 1171, 4691, 18771]",75091,linear_recursive
"[10, 14, 6, 24, 20, 30]",44,padovan
"[34, 25, 32, 23, 30, 21]",28,alternating_add_subtract
"[23, 47, 20, 90, 157, 267]",514,tribonacci
"[10, 2, 17, 29, 48, 94]",171,tribonacci
"[15, 57, 99, 141, 183, 225]",267,arithmetic
"[47, 35, 50, 132, 217, 399]",748,tribonacci
"[5, 17, 51, 63, 189, 201]",603,alternating_sequence
"[15, 5, 12, 20, 17, 32]",37,padovan
"[36, 42, 10, 88, 140, 238]",466,tribonacci
"[17, 14, 20, 17, 23, 20]",26,alternating_add_subtract
"[57, 65, 73, 81, 89, 97]",105,arithmetic
"[28, -14, -56, -98, -140, -182]",-224,arithmetic
"[10, 26, 23, 59, 108, 190]",357,tribonacci
"[68, 64, 67, 63, 66, 62]",65,alternating_add_subtract
"[9, 17, 10, 26, 27, 36]",53,padovan
"[4, 27, 19, 50, 96, 165]",311,tribonacci
"[83, 77, 85, 79, 87, 81]",89,alternating_add_subtract
"[24, 46, 29, 99, 174, 302]",575,tribonacci
"[14, 1, 6, 20, 21, 27]",47,generate_sequence
"[41, 11, 50, 102, 163, 315]",580,tribonacci
"[13, 4, 14, 17, 18, 31]",35,padovan
"[10, 18, 4, 28, 22, 32]",50,padovan
"[35, 9, 33, 77, 119, 229]",425,tribonacci
"[83, 109, 135, 161, 187, 213]",239,arithmetic
"[12, 16, 1, 28, 17, 29]",45,padovan
"[8, 11, 43, 62, 116, 221]",399,tribonacci
"[91, 85, 91, 85, 91, 85]",91,alternating_add_subtract
"[88, 106, 124, 142, 160, 178]",196,arithmetic
"[42, -3, -48, -93, -138, -183]",-228,arithmetic
"[83, 53, 23, -7, -37, -67]",-97,arithmetic
"[48, 20, 9, 77, 106, 192]",375,tribonacci
"[1, 11, 18, 19, 30, 48]",67,generate_sequence
"[22, 6, 40, 68, 114, 222]",404,tribonacci
"[7, 28, 91, 280, 847, 2548]",7651,linear_recursive
"[1, 9, 5, 15, 29, 49]",93,tribonacci
"[1, 2, 10, 3, 12, 13]",15,padovan
"[21, 115, 585, 2935, 14685, 73435]",367185,linear_recursive
"[47, 25, 39, 111, 175, 325]",611,tribonacci
"[19, 14, 17, 33, 31, 50]",64,padovan
"[20, 16, 2, 38, 56, 96]",190,tribonacci
"[23, 14, 1, 38, 53, 92]",183,tribonacci
"[12, 3, 8, -1, 4, -5]",0,alternating_add_subtract
"[20, 19, 20, 40, 59, 79]",119,generate_sequence
"[18, 17, 5, 23, 40, 45]",68,generate_sequence
"[17, 15, 6, 32, 21, 38]",53,padovan
"[6, 6, 19, 25, 31, 50]",75,generate_sequence
"[12, -35, -82, -129, -176, -223]",-270,arithmetic
"[53, 48, 58, 53, 63, 58]",68,alternating_add_subtract
"[8, 18, 20, 28, 46, 66]",94,generate_sequence
"[78, 32, -14, -60, -106, -152]",-198,arithmetic
"[34, 1, 3, 38, 42, 83]",163,tribonacci
"[45, 46, 35, 126, 207, 368]",701,tribonacci
"[20, 84, 340, 1364, 5460, 21844]",87380,linear_recursive
"[86, 83, 85, 82, 84, 81]",83,alternating_add_subtract
"[61, 59, 61, 59, 61, 59]",61,alternating_add_subtract
"[19, 13, 1, 32, 14, 33]",46,padovan
"[11, 48, 196, 788, 3156, 12628]",50516,linear_recursive
"[48, 36, 24, 12, 0, -12]",-24,arithmetic
"[15, 7, 10, 2, 5, -3]",0,alternating_add_subtract
"[8, 2, 16, 10, 18, 26]",28,padovan
"[5, 5, 2, 7, 12, 14]",21,generate_sequence
"[40, 47, 94, 101, 202, 209]",418,alternating_sequence
"[63, 17, -29, -75, -121, -167]",-213,arithmetic
"[10, 6, 18, 28, 34, 52]",80,generate_sequence
"[33, 73, 113, 153, 193, 233]",273,arithmetic
"[8, -8, -24, -40, -56, -72]",-88,arithmetic
"[33, 25, 29, 21, 25, 17]",21,alternating_add_subtract
"[49, 12, 48, 109, 169, 326]",604,tribonacci
"[10, 24, 52, 108, 220, 444]",892,linear_recursive
"[91, 87, 93, 89, 95, 91]",97,alternating_add_subtract
"[9, -19, -47, -75, -103, -131]",-159,arithmetic
"[48, 29, 22, 99, 150, 271]",520,tribonacci
"[15, 6, 8, 21, 14, 29]",35,padovan
"[3, -41, -85, -129, -173, -217]",-261,arithmetic
"[32, 3, 13, 48, 64, 125]",237,tribonacci
"[18, 3, 11, 21, 14, 32]",35,padovan
"[26, 15, 49, 90, 154, 293]",537,tribonacci
"[11, 30, 4, 45, 79, 128]",252,tribonacci
"[88, 88, 88, 88, 88, 88]",88,arithmetic
"[17, 26, 24, 67, 117, 208]",392,tribonacci
"[14, 13, 19, 33, 46, 65]",98,generate_sequence
"[13, 10, 17, 23, 27, 40]",50,padovan
"[53, 46, 56, 49, 59, 52]",62,alternating_add_subtract
"[49, 61, 244, 256, 1024, 1036]",4144,alternating_sequence
"[42, 55, 68, 81, 94, 107]",120,arithmetic
"[15, 6, 6, 27, 39, 72]",138,tribonacci
"[25, 5, -15, -35, -55, -75]",-95,arithmetic
"[11, 6, 16, 17, 22, 33]",39,padovan
"[43, 37, 29, 109, 175, 313]",597,tribonacci
"[7, 36, 16, 59, 111, 186]",356,tribonacci
"[2, 4, 20, 6, 24, 26]",30,padovan
"[5, 20, 9, 14, 34, 43]",57,generate_sequence
"[9, 22, 37, 68, 127, 232]",427,tribonacci
"[10, 50, 30, 90, 170, 290]",550,tribonacci
"[19, 4, 11, 23, 15, 34]",38,padovan
"[10, 30, 60, 80, 160, 180]",360,alternating_sequence
"[82, 99, 116, 133, 150, 167]",184,arithmetic
"[6, 17, 15, 21, 38, 53]",74,generate_sequence
"[33, 33, 33, 33, 33, 33]",33,arithmetic
"[31, 25, 13, 69, 107, 189]",365,tribonacci
"[2, 8, 18, 20, 28, 46]",66,generate_sequence
"[5, 8, 13, 18, 26, 39]",57,generate_sequence
"[0, -4, -8, -12, -16, -20]",-24,arithmetic
"[14, 34, 22, 70, 126, 218]",414,tribonacci
"[27, 6, 45, 78, 129, 252]",459,tribonacci
"[44, 41, 45, 42, 46, 43]",47,alternating_add_subtract
"[28, 39, 23, 90, 152, 265]",507,tribonacci
"[54, 48, 51, 45, 48, 42]",45,alternating_add_subtract
"[92, 82, 87, 77, 82, 72]",77,alternating_add_subtract
"[20, 7, 20, 27, 27, 47]",54,padovan
"[42, 5, 14, 61, 80, 155]",296,tribonacci
"[18, 9, 18, 36, 45, 63]",99,generate_sequence
"[18, 37, 10, 65, 112, 187]",364,tribonacci
"[8, 10, 4, 12, 22, 26]",38,generate_sequence
"[12, 13, 32, 57, 102, 191]",350,tribonacci
"[11, 1, 14, 12, 15, 26]",27,padovan
"[99, 116, 133, 150, 167, 184]",201,arithmetic
"[28, 26, 28, 26, 28, 26]",28,alternating_add_subtract
"[58, 65, 72, 79, 86, 93]",100,arithmetic
"[11, 17, 51, 57, 171, 177]",531,alternating_sequence
"[33, 180, 915, 4590, 22965, 114840]",574215,linear_recursive
"[1, -3, 3, -1, 5, 1]",7,alternating_add_subtract
"[17, 2, 34, 53, 89, 176]",318,tribonacci
"[56, 22, -12, -46, -80, -114]",-148,arithmetic
"[3, 27, 51, 75, 99, 123]",147,arithmetic
"[7, 17, 41, 99, 239, 577]",1393,pell
"[8, 1, 11, 9, 12, 20]",21,padovan
"[45, 7, 38, 90, 135, 263]",488,tribonacci
"[95, 120, 145, 170, 195, 220]",245,arithmetic
"[33, 9, 36, 78, 123, 237]",438,tribonacci
"[49, 37, 25, 13, 1, -11]",-23,arithmetic
"[9, 12, 16, 25, 37, 53]",78,generate_sequence
"[75, 67, 72, 64, 69, 61]",66,alternating_add_subtract
"[37, 37, 19, 93, 149, 261]",503,tribonacci
"[49, 45, 41, 37, 33, 29]",25,arithmetic
"[93, 87, 94, 88, 95, 89]",96,alternating_add_subtract
"[18, 16, 8, 34, 24, 42]",58,padovan
"[17, 11, 6, 28, 17, 34]",45,padovan
"[34, 49, 64, 79, 94, 109]",124,arithmetic
"[34, 25, 39, 98, 162, 299]",559,tribonacci
"[12, 41, 99, 215, 447, 911]",1839,linear_recursive
"[15, 13, 5, 28, 18, 33]",46,padovan
"[46, 11, 20, 77, 108, 205]",390,tribonacci
"[56, 92, 128, 164, 200, 236]",272,arithmetic
"[64, 62, 64, 62, 64, 62]",64,alternating_add_subtract
"[21, 38, 13, 72, 123, 208]",403,tribonacci
"[96, 90, 95, 89, 94, 88]",93,alternating_add_subtract
"[34, 30, 36, 32, 38, 34]",40,alternating_add_subtract
"[40, 90, 190, 390, 790, 1590]",3190,linear_recursive
"[3, 3, 11, 6, 14, 17]",20,padovan
"[23, 50, 7, 80, 137, 224]",441,tribonacci
"[29, 26, 17, 72, 115, 204]",391,tribonacci
"[6, 9, 5, 11, 20, 25]",36,generate_sequence
"[1, 13, 39, 51, 153, 165]",495,alternating_sequence
"[7, 23, 55, 119, 247, 503]",1015,linear_recursive
"[39, 44, 20, 103, 167, 290]",560,tribonacci
"[15, 78, 393, 1968, 9843, 49218]",246093,linear_recursive
"[21, 45, 21, 87, 153, 261]",501,tribonacci
"[19, 30, 14, 63, 107, 184]",354,tribonacci
"[12, 1, 9, 21, 22, 31]",52,generate_sequence
"[72, 67, 69, 64, 66, 61]",63,alternating_add_subtract
"[13, 10, 18, 15, 23, 20]",28,alternating_add_subtract
"[34, 9, 11, 54, 74, 139]",267,tribonacci
"[51, 49, 54, 52, 57, 55]",60,alternating_add_subtract
"[17, 11, 20, 28, 31, 48]",59,padovan
"[63, 54, 59, 50, 55, 46]",51,alternating_add_subtract
"[27, 24, 50, 101, 175, 326]",602,tribonacci
"[33, 1, 48, 82, 131, 261]",474,tribonacci
"[69, 61, 63, 55, 57, 49]",51,alternating_add_subtract
"[18, 10, 19, 28, 29, 47]",57,padovan
"[11, 9, 8, 20, 17, 28]",37,padovan
"[14, 3, 14, 17, 17, 31]",34,padovan
"[3, -3, 6, 0, 9, 3]",12,alternating_add_subtract
"[37, 5, -27, -59, -91, -123]",-155,arithmetic
"[41, 3, 27, 71, 101, 199]",371,tribonacci
"[8, 33, 36, 77, 146, 259]",482,tribonacci
"[8, 5, 9, 22, 36, 67]",125,tribonacci
"[51, 42, 49, 40, 47, 38]",45,alternating_add_subtract
"[87, 83, 84, 80, 81, 77]",78,alternating_add_subtract
"[14, 3, 3, 17, 6, 20]",23,padovan
"[46, 10, 19, 75, 104, 198]",377,tribonacci
"[34, 28, 90, 208, 506, 1220]",2946,pell
"[30, 9, 46, 85, 140, 271]",496,tribonacci
"[38, 54, 70, 86, 102, 118]",134,arithmetic
"[10, 6, 2, -2, -6, -10]",-14,arithmetic
"[10, 16, 5, 26, 21, 31]",47,padovan
"[14, 10, 6, 2, -2, -6]",-10,arithmetic
"[50, 50, 14, 114, 178, 306]",598,tribonacci
"[17, 7, 2, 24, 9, 26]",33,padovan
"[38, 19, 33, 90, 142, 265]",497,tribonacci
"[1, 8, 8, 9, 16, 17]",25,padovan
"[44, 36, 22, 102, 160, 284]",546,tribonacci
"[9, 12, 18, 21, 30, 39]",51,padovan
"[22, 33, 99, 110, 330, 341]",1023,alternating_sequence
"[19, 2, 34, 55, 91, 180]",326,tribonacci
"[7, 10, 14, 17, 24, 31]",41,padovan
"[3, 30, 42, 75, 147, 264]",486,tribonacci
"[67, 59, 65, 57, 63, 55]",61,alternating_add_subtract
"[12, 40, 12, 64, 116, 192]",372,tribonacci
"[30, 8, 26, 64, 98, 188]",350,tribonacci
"[81, 121, 161, 201, 241, 281]",321,arithmetic
"[15, 14, 23, 52, 89, 164]",305,tribonacci
"[12, 6, 6, 18, 12, 24]",30,padovan
"[56, 53, 61, 58, 66, 63]",71,alternating_add_subtract
"[72, 107, 142, 177, 212, 247]",282,arithmetic
"[40, 42, 44, 46, 48, 50]",52,arithmetic
"[4, 20, 14, 18, 38, 52]",70,generate_sequence
"[42, 45, 225, 228, 1140, 1143]",5715,alternating_sequence
"[6, 19, 49, 74, 142, 265]",481,tribonacci
"[62, 14, -34, -82, -130, -178]",-226,arithmetic
"[52, 47, 49, 44, 46, 41]",43,alternating_add_subtract
"[20, 1, 6, 21, 7, 27]",28,padovan
"[8, 19, 18, 27, 37, 45]",64,padovan
"[1, 17, 14, 15, 32, 46]",61,generate_sequence
"[44, 106, 230, 478, 974, 1966]",3950,linear_recursive
"[81, 125, 169, 213, 257, 301]",345,arithmetic
"[48, 91, 134, 177, 220, 263]",306,arithmetic
"[31, 41, 51, 61, 71, 81]",91,arithmetic
"[14, 10, 18, 24, 28, 42]",52,padovan
"[20, 16, 19, 39, 55, 74]",113,generate_sequence
"[10, 9, 2, 19, 11, 21]",30,padovan
"[91, 86, 90, 85, 89, 84]",88,alternating_add_subtract
"[3, 3, 15, 18, 21, 36]",54,generate_sequence
"[66, 90, 114, 138, 162, 186]",210,arithmetic
"[2, 8, 24, 34, 66, 124]",224,tribonacci
"[14, 12, 18, 32, 44, 62]",94,generate_sequence
"[22, 78, 246, 750, 2262, 6798]",20406,linear_recursive
"[19, 10, 14, 33, 43, 57]",90,generate_sequence
"[20, 17, 4, 37, 21, 41]",58,padovan
"[84, 75, 83, 74, 82, 73]",81,alternating_add_subtract
"[9, 23, 55, 133, 321, 775]",1871,pell
"[2, 14, 19, 21, 35, 54]",75,generate_sequence
"[2, 35, 13, 50, 98, 161]",309,tribonacci
"[74, 73, 82, 81, 90, 89]",98,alternating_add_subtract
"[97, 47, -3, -53, -103, -153]",-203,arithmetic
"[50, 43, 53, 46, 56, 49]",59,alternating_add_subtract
"[67, 56, 45, 34, 23, 12]",1,arithmetic
"[47, 6, 1, 54, 61, 116]",231,tribonacci
"[85, 80, 90, 85, 95, 90]",100,alternating_add_subtract
"[15, 27, 30, 72, 129, 231]",432,tribonacci
"[50, 35, 8, 93, 136, 237]",466,tribonacci
"[12, 39, 1, 52, 92, 145]",289,tribonacci
"[44, 27, 37, 108, 172, 317]",597,tribonacci
"[45, 18, 15, 78, 111, 204]",393,tribonacci
"[59, 55, 63, 59, 67, 63]",71,alternating_add_subtract
"[25, 20, 30, 25, 35, 30]",40,alternating_add_subtract
"[12, 9, 16, 21, 25, 37]",46,padovan
"[7, 11, 20, 18, 31, 38]",49,padovan
"[31, 39, 11, 81, 131, 223]",435,tribonacci
"[46, 5, 11, 62, 78, 151]",291,tribonacci
"[5, 11, 21, 37, 69, 127]",233,tribonacci
"[33, 50, 33, 116, 199, 348]",663,tribonacci
"[3, 4, 13, 16, 20, 33]",49,generate_sequence
"[16, 34, 3, 53, 90, 146]",289,tribonacci
"[17, 40, 86, 178, 362, 730]",1466,linear_recursive
"[7, 8, 34, 49, 91, 174]",314,tribonacci
"[11, 1, 7, -3, 3, -7]",-1,alternating_add_subtract
"[22, 128, 658, 3308, 16558, 82808]",414058,linear_recursive
"[3, 20, 80, 97, 388, 405]",1620,alternating_sequence
"[18, 46, 47, 111, 204, 362]",677,tribonacci
"[15, 17, 2, 17, 34, 36]",53,generate_sequence
"[41, 91, 191, 391, 791, 1591]",3191,linear_recursive
"[10, 4, 14, 8, 18, 12]",22,alternating_add_subtract
"[4, 19, 14, 18, 37, 51]",69,generate_sequence
"[32, 38, 36, 106, 180, 322]",608,tribonacci
"[5, 6, 5, 10, 16, 21]",31,generate_sequence
"[41, 26, 4, 71, 101, 176]",348,tribonacci
"[15, 16, 10, 25, 41, 51]",76,generate_sequence
"[17, 9, 11, 26, 20, 37]",46,padovan
"[79, 76, 80, 77, 81, 78]",82,alternating_add_subtract
"[1, 6, 7, 8, 14, 21]",29,generate_sequence
"[13, 20, 12, 33, 32, 45]",65,padovan
"[23, 100, 408, 1640, 6568, 26280]",105128,linear_recursive
"[41, 11, 37, 89, 137, 263]",489,tribonacci
"[34, 34, 33, 101, 168, 302]",571,tribonacci
"[3, 14, 6, 9, 23, 29]",38,generate_sequence
"[72, 63, 54, 45, 36, 27]",18,arithmetic
"[34, 28, 29, 91, 148, 268]",507,tribonacci
"[23, 23, 41, 87, 151, 279]",517,tribonacci
"[53, 27, 1, -25, -51, -77]",-103,arithmetic
"[21, 41, 49, 111, 201, 361]",673,tribonacci
"[99, 91, 94, 86, 89, 81]",84,alternating_add_subtract
"[50, 2, 43, 95, 140, 278]",513,tribonacci
"[18, 99, 504, 2529, 12654, 63279]",316404,linear_recursive
"[11, 9, 18, 16, 25, 23]",32,alternating_add_subtract
"[26, 44, 88, 106, 212, 230]",460,alternating_sequence
"[44, 49, 22, 115, 186, 323]",624,tribonacci
"[45, 7, 17, 69, 93, 179]",341,tribonacci
"[12, 39, 120, 363, 1092, 3279]",9840,linear_recursive
"[13, 36, 17, 66, 119, 202]",387,tribonacci
"[28, 37, 65, 102, 167, 269]",436,fibonacci
"[81, 77, 83, 79, 85, 81]",87,alternating_add_subtract
"[27, 47, 15, 89, 151, 255]",495,tribonacci
"[13, 8, 18, 13, 23, 18]",28,alternating_add_subtract
"[91, 84, 91, 84, 91, 84]",91,alternating_add_subtract
"[54, 55, 56, 57, 58, 59]",60,arithmetic
"[9, 14, 11, 23, 25, 34]",48,padovan
"[48, 78, 108, 138, 168, 198]",228,arithmetic
