sequence,target,function,tier
"[1, 20, 7, 21, 27, 28]",48,padovan,3
"[11, 18, 11, 22, 40, 51]",73,generate_sequence,2
"[44, 34, 43, 33, 42, 32]",41,alternating_add_subtract,2
"[65, 62, 67, 64, 69, 66]",71,alternating_add_subtract,2
"[50, 12, 20, 82, 114, 216]",412,tribonacci,2
"[81, 68, 55, 42, 29, 16]",3,arithmetic,3
"[11, 49, 33, 93, 175, 301]",569,tribonacci,2
"[64, 49, 34, 19, 4, -11]",-26,arithmetic,3
"[7, 2, 7, 9, 9, 16]",18,padovan,3
"[18, 2, 17, 20, 19, 37]",39,padovan,3
"[59, 58, 67, 66, 75, 74]",83,alternating_add_subtract,2
"[2, 4, 20, 22, 110, 112]",560,alternating_sequence,2
"[46, 42, 38, 34, 30, 26]",22,arithmetic,3
"[11, 17, 5, 28, 22, 33]",50,padovan,3
"[30, 160, 810, 4060, 20310, 101560]",507810,linear_recursive,2
"[36, 8, 5, 49, 62, 116]",227,tribonacci,2
"[8, 2, 2, 10, 4, 12]",14,padovan,3
"[1, 34, 41, 76, 151, 268]",495,tribonacci,2
"[44, 43, 46, 45, 48, 47]",50,alternating_add_subtract,2
"[1, 32, 44, 77, 153, 274]",504,tribonacci,2
"[11, 15, 19, 23, 27, 31]",35,arithmetic,3
"[99, 93, 102, 96, 105, 99]",108,alternating_add_subtract,2
"[97, 92, 99, 94, 101, 96]",103,alternating_add_subtract,2
"[17, 28, 112, 123, 492, 503]",2012,alternating_sequence,2
"[82, 68, 54, 40, 26, 12]",-2,arithmetic,3
"[6, 8, 11, 17, 25, 36]",53,generate_sequence,2
"[27, 64, 138, 286, 582, 1174]",2358,linear_recursive,2
"[17, 51, 85, 119, 153, 187]",221,arithmetic,3
"[32, 17, 29, 78, 124, 231]",433,tribonacci,2
"[29, 40, 50, 119, 209, 378]",706,tribonacci,2
"[12, 17, 4, 16, 33, 37]",53,generate_sequence,2
"[6, 3, 13, 10, 20, 17]",27,alternating_add_subtract,2
"[50, 8, 1, 59, 68, 128]",255,tribonacci,2
"[19, 15, 22, 18, 25, 21]",28,alternating_add_subtract,2
"[46, 45, 136, 317, 770, 1857]",4484,pell,2
"[30, 4, -22, -48, -74, -100]",-126,arithmetic,3
"[26, 24, 74, 172, 418, 1008]",2434,pell,2
"[8, 44, 38, 90, 172, 300]",562,tribonacci,2
"[3, 9, 13, 16, 25, 38]",54,generate_sequence,2
"[50, 18, 37, 105, 160, 302]",567,tribonacci,2
"[83, 82, 91, 90, 99, 98]",107,alternating_add_subtract,2
"[3, 15, 19, 22, 37, 56]",78,generate_sequence,2
"[4, 42, 8, 54, 104, 166]",324,tribonacci,2
"[48, 44, 40, 132, 216, 388]",736,tribonacci,2
"[6, 47, 88, 129, 170, 211]",252,arithmetic,3
"[11, 16, 18, 27, 34, 45]",61,padovan,3
"[48, 20, 46, 114, 180, 340]",634,tribonacci,2
"[17, 10, 17, 27, 27, 44]",54,padovan,3
"[19, 27, 108, 116, 464, 472]",1888,alternating_sequence,2
"[41, 31, 38, 28, 35, 25]",32,alternating_add_subtract,2
"[14, 11, 1, 25, 12, 26]",37,padovan,3
"[10, 16, 9, 26, 25, 35]",51,padovan,3
"[97, 114, 131, 148, 165, 182]",199,arithmetic,3
"[44, 45, 135, 136, 408, 409]",1227,alternating_sequence,2
"[5, -38, -81, -124, -167, -210]",-253,arithmetic,3
"[15, 5, 10, 20, 15, 30]",35,padovan,3
"[62, 59, 61, 58, 60, 57]",59,alternating_add_subtract,2
"[21, 32, 43, 54, 65, 76]",87,arithmetic,3
"[37, 11, 41, 89, 141, 271]",501,tribonacci,2
"[93, 85, 87, 79, 81, 73]",75,alternating_add_subtract,2
"[14, 19, 15, 48, 82, 145]",275,tribonacci,2
"[43, 45, 32, 120, 197, 349]",666,tribonacci,2
"[35, -12, -59, -106, -153, -200]",-247,arithmetic,3
"[1, 39, 77, 115, 153, 191]",229,arithmetic,3
"[14, 75, 319, 1295, 5199, 20815]",83279,linear_recursive,2
"[19, 5, 14, 33, 38, 52]",85,generate_sequence,2
"[8, 44, 96, 236, 568, 1372]",3312,pell,2
"[10, 20, 7, 30, 27, 37]",57,padovan,3
"[35, 42, 84, 91, 182, 189]",378,alternating_sequence,2
"[86, 77, 79, 70, 72, 63]",65,alternating_add_subtract,2
"[17, 32, 22, 71, 125, 218]",414,tribonacci,2
"[8, 8, 20, 28, 36, 56]",84,generate_sequence,2
"[78, 120, 162, 204, 246, 288]",330,arithmetic,3
"[2, 11, 7, 13, 18, 20]",31,padovan,3
"[2, 12, 11, 14, 23, 25]",37,padovan,3
"[23, 14, 19, 10, 15, 6]",11,alternating_add_subtract,2
"[88, 83, 90, 85, 92, 87]",94,alternating_add_subtract,2
"[81, 72, 75, 66, 69, 60]",63,alternating_add_subtract,2
"[6, 13, 16, 22, 35, 51]",73,generate_sequence,2
"[49, 26, 13, 88, 127, 228]",443,tribonacci,2
"[19, 17, 14, 33, 50, 64]",97,generate_sequence,2
"[17, 61, 193, 589, 1777, 5341]",16033,linear_recursive,2
"[45, 47, 94, 96, 192, 194]",388,alternating_sequence,2
"[15, 7, 16, 31, 38, 54]",85,generate_sequence,2
"[10, 10, 13, 20, 23, 33]",43,padovan,3
"[16, 13, 18, 29, 31, 47]",60,padovan,3
"[17, 41, 31, 89, 161, 281]",531,tribonacci,2
"[4, -16, -36, -56, -76, -96]",-116,arithmetic,3
"[16, -24, -64, -104, -144, -184]",-224,arithmetic,3
"[91, 83, 85, 77, 79, 71]",73,alternating_add_subtract,2
"[43, 45, 180, 182, 728, 730]",2920,alternating_sequence,2
"[5, 3, 7, 8, 10, 15]",18,padovan,3
"[12, 17, 22, 27, 32, 37]",42,arithmetic,3
"[17, 6, 16, 23, 22, 39]",45,padovan,3
"[71, 68, 73, 70, 75, 72]",77,alternating_add_subtract,2
"[3, 5, 3, 8, 8, 11]",16,padovan,3
"[29, 42, 31, 102, 175, 308]",585,tribonacci,2
"[4, 2, 8, 12, 14, 22]",34,generate_sequence,2
"[22, 23, 115, 116, 580, 581]",2905,alternating_sequence,2
"[62, 57, 66, 61, 70, 65]",74,alternating_add_subtract,2
"[15, 77, 387, 1937, 9687, 48437]",242187,linear_recursive,2
"[9, 49, 32, 90, 171, 293]",554,tribonacci,2
"[45, 37, 44, 36, 43, 35]",42,alternating_add_subtract,2
"[78, 75, 82, 79, 86, 83]",90,alternating_add_subtract,2
"[2, 9, 20, 49, 118, 285]",688,pell,2
"[43, 91, 187, 379, 763, 1531]",3067,linear_recursive,2
"[89, 56, 23, -10, -43, -76]",-109,arithmetic,3
"[45, 35, 39, 29, 33, 23]",27,alternating_add_subtract,2
"[3, 17, 19, 22, 39, 58]",80,generate_sequence,2
"[31, 44, 39, 114, 197, 350]",661,tribonacci,2
"[81, 79, 81, 79, 81, 79]",81,alternating_add_subtract,2
"[16, 10, 11, 26, 21, 37]",47,padovan,3
"[2, 21, 7, 30, 58, 95]",183,tribonacci,2
"[6, 9, 45, 48, 240, 243]",1215,alternating_sequence,2
"[31, -11, -53, -95, -137, -179]",-221,arithmetic,3
"[9, 17, 13, 22, 39, 52]",74,generate_sequence,2
"[9, -11, -31, -51, -71, -91]",-111,arithmetic,3
"[22, 86, 278, 854, 2582, 7766]",23318,linear_recursive,2
"[20, 18, 19, 38, 37, 57]",75,padovan,3
"[21, 11, 30, 62, 103, 195]",360,tribonacci,2
"[24, 22, 28, 26, 32, 30]",36,alternating_add_subtract,2
"[13, 8, 16, 21, 24, 37]",45,padovan,3
"[17, 9, 7, 26, 16, 33]",42,padovan,3
"[10, 27, 61, 129, 265, 537]",1081,linear_recursive,2
"[12, 6, 11, 5, 10, 4]",9,alternating_add_subtract,2
"[20, 36, 144, 160, 640, 656]",2624,alternating_sequence,2
"[7, 3, 3, 10, 13, 16]",26,generate_sequence,2
"[42, 8, 58, 124, 306, 736]",1778,pell,2
"[1, 4, 1, 5, 5, 6]",10,padovan,3
"[37, 19, 47, 103, 169, 319]",591,tribonacci,2
"[15, 12, 3, 27, 15, 30]",42,padovan,3
"[39, 13, 34, 86, 133, 253]",472,tribonacci,2
"[20, 11, 17, 31, 28, 48]",59,padovan,3
"[10, 10, 20, 30, 40, 60]",90,generate_sequence,2
"[77, 50, 23, -4, -31, -58]",-85,arithmetic,3
"[44, 23, 42, 109, 174, 325]",608,tribonacci,2
"[44, 36, 38, 30, 32, 24]",26,alternating_add_subtract,2
"[11, 17, 8, 28, 25, 36]",53,padovan,3
"[14, 9, 20, 23, 29, 43]",52,padovan,3
"[47, 35, 7, 89, 131, 227]",447,tribonacci,2
"[4, 9, 8, 13, 17, 21]",30,padovan,3
"[28, 30, 32, 34, 36, 38]",40,arithmetic,3
"[7, 2, 2, 9, 11, 13]",22,generate_sequence,2
"[5, 2, 19, 24, 26, 45]",69,generate_sequence,2
"[7, 16, 13, 23, 29, 36]",52,padovan,3
"[46, 38, 43, 35, 40, 32]",37,alternating_add_subtract,2
"[16, 3, 12, 28, 31, 43]",71,generate_sequence,2
"[32, 110, 344, 1046, 3152, 9470]",28424,linear_recursive,2
"[22, 108, 452, 1828, 7332, 29348]",117412,linear_recursive,2
"[70, 68, 75, 73, 80, 78]",85,alternating_add_subtract,2
"[9, 2, 18, 27, 29, 47]",74,generate_sequence,2
"[39, 8, 32, 79, 119, 230]",428,tribonacci,2
"[9, 20, 14, 23, 43, 57]",80,generate_sequence,2
"[14, 15, 5, 19, 34, 39]",58,generate_sequence,2
"[8, 4, 13, 21, 25, 38]",59,generate_sequence,2
"[94, 87, 90, 83, 86, 79]",82,alternating_add_subtract,2
"[14, 11, 6, 20, 31, 37]",57,generate_sequence,2
"[39, 10, -19, -48, -77, -106]",-135,arithmetic,3
"[19, 24, 6, 49, 79, 134]",262,tribonacci,2
"[39, 9, 41, 89, 139, 269]",497,tribonacci,2
"[30, 41, 52, 63, 74, 85]",96,arithmetic,3
"[35, 21, 26, 82, 129, 237]",448,tribonacci,2
"[20, 114, 584, 2934, 14684, 73434]",367184,linear_recursive,2
"[47, 17, 43, 107, 167, 317]",591,tribonacci,2
"[100, 92, 99, 91, 98, 90]",97,alternating_add_subtract,2
"[51, 53, 55, 57, 59, 61]",63,arithmetic,3
"[25, 43, 61, 79, 97, 115]",133,arithmetic,3
"[5, 15, 5, 25, 45, 75]",145,tribonacci,2
"[18, 2, 10, 28, 30, 40]",68,generate_sequence,2
"[18, 50, 2, 70, 122, 194]",386,tribonacci,2
"[1, 25, 145, 745, 3745, 18745]",93745,linear_recursive,2
"[13, 16, 17, 30, 46, 63]",93,generate_sequence,2
"[69, 63, 69, 63, 69, 63]",69,alternating_add_subtract,2
"[16, 32, 31, 79, 142, 252]",473,tribonacci,2
"[46, 29, 30, 105, 164, 299]",568,tribonacci,2
"[63, 91, 119, 147, 175, 203]",231,arithmetic,3
"[8, 4, 5, 12, 9, 17]",21,padovan,3
"[20, 41, 62, 83, 104, 125]",146,arithmetic,3
"[23, 14, 5, -4, -13, -22]",-31,arithmetic,3
"[32, 24, 32, 88, 144, 264]",496,tribonacci,2
"[1, 7, 4, 5, 12, 16]",21,generate_sequence,2
"[31, 104, 323, 980, 2951, 8864]",26603,linear_recursive,2
"[18, 19, 19, 37, 56, 75]",112,generate_sequence,2
"[5, 10, 30, 35, 105, 110]",330,alternating_sequence,2
"[18, 67, 116, 165, 214, 263]",312,arithmetic,3
"[26, 58, 122, 250, 506, 1018]",2042,linear_recursive,2
"[4, 13, 11, 17, 24, 28]",41,padovan,3
"[10, 9, 19, 18, 28, 27]",37,alternating_add_subtract,2
"[39, 131, 407, 1235, 3719, 11171]",33527,linear_recursive,2
"[19, 11, 16, 8, 13, 5]",10,alternating_add_subtract,2
"[42, 52, 62, 72, 82, 92]",102,arithmetic,3
"[36, 23, 33, 92, 148, 273]",513,tribonacci,2
"[28, 126, 518, 2086, 8358, 33446]",133798,linear_recursive,2
"[44, 47, 141, 144, 432, 435]",1305,alternating_sequence,2
"[32, 19, 4, 55, 78, 137]",270,tribonacci,2
"[26, 43, 60, 77, 94, 111]",128,arithmetic,3
"[3, 31, 10, 44, 85, 139]",268,tribonacci,2
"[2, 6, 45, 53, 104, 202]",359,tribonacci,2
"[1, 8, 11, 12, 20, 31]",43,generate_sequence,2
"[9, 18, 45, 72, 135, 252]",459,tribonacci,2
"[85, 84, 87, 86, 89, 88]",91,alternating_add_subtract,2
"[8, 16, 8, 16, 32, 40]",56,generate_sequence,2
"[13, 13, 13, 26, 39, 52]",78,generate_sequence,2
"[7, 1, 12, 8, 13, 20]",21,padovan,3
"[1, 1, 10, 2, 11, 12]",13,padovan,3
"[33, 27, 41, 101, 169, 311]",581,tribonacci,2
"[29, 19, 17, 65, 101, 183]",349,tribonacci,2
"[38, 35, 37, 34, 36, 33]",35,alternating_add_subtract,2
"[70, 87, 104, 121, 138, 155]",172,arithmetic,3
"[15, 13, 19, 28, 32, 47]",60,padovan,3
"[26, 17, 25, 16, 24, 15]",23,alternating_add_subtract,2
"[15, 13, 17, 15, 19, 17]",21,alternating_add_subtract,2
"[38, 26, 14, 2, -10, -22]",-34,arithmetic,3
"[31, 25, 19, 13, 7, 1]",-5,arithmetic,3
"[36, 27, 32, 23, 28, 19]",24,alternating_add_subtract,2
"[34, 13, 45, 92, 150, 287]",529,tribonacci,2
"[4, 20, 9, 13, 33, 42]",55,generate_sequence,2
"[44, 192, 784, 3152, 12624, 50512]",202064,linear_recursive,2
"[38, 9, 50, 97, 156, 303]",556,tribonacci,2
"[48, 36, 42, 126, 204, 372]",702,tribonacci,2
"[13, 6, 9, 22, 28, 37]",59,generate_sequence,2
"[46, 40, 31, 117, 188, 336]",641,tribonacci,2
"[93, 138, 183, 228, 273, 318]",363,arithmetic,3
"[18, 21, 42, 45, 90, 93]",186,alternating_sequence,2
"[30, 20, 22, 12, 14, 4]",6,alternating_add_subtract,2
"[38, 27, 48, 113, 188, 349]",650,tribonacci,2
"[88, 87, 91, 90, 94, 93]",97,alternating_add_subtract,2
"[4, 13, 22, 31, 40, 49]",58,arithmetic,3
"[24, 35, 175, 186, 930, 941]",4705,alternating_sequence,2
"[1, -3, 1, -3, 1, -3]",1,alternating_add_subtract,2
"[73, 24, -25, -74, -123, -172]",-221,arithmetic,3
"[57, 49, 56, 48, 55, 47]",54,alternating_add_subtract,2
"[14, 22, 30, 38, 46, 54]",62,arithmetic,3
"[18, 45, 29, 92, 166, 287]",545,tribonacci,2
"[36, 48, 18, 102, 168, 288]",558,tribonacci,2
"[18, 23, 69, 74, 222, 227]",681,alternating_sequence,2
"[29, 11, 22, 62, 95, 179]",336,tribonacci,2
"[12, -6, -24, -42, -60, -78]",-96,arithmetic,3
"[45, 183, 735, 2943, 11775, 47103]",188415,linear_recursive,2
"[15, 11, 14, 29, 40, 54]",83,generate_sequence,2
"[29, 39, 78, 88, 176, 186]",372,alternating_sequence,2
"[1, 21, 63, 83, 249, 269]",807,alternating_sequence,2
"[13, 9, 4, 22, 13, 26]",35,padovan,3
"[2, 12, 9, 11, 23, 32]",43,generate_sequence,2
"[16, 42, 44, 102, 188, 334]",624,tribonacci,2
"[5, 12, 15, 17, 27, 32]",44,padovan,3
"[16, -16, -48, -80, -112, -144]",-176,arithmetic,3
"[32, 165, 830, 4155, 20780, 103905]",519530,linear_recursive,2
"[28, 37, 34, 99, 170, 303]",572,tribonacci,2
"[17, 1, 5, 22, 23, 28]",50,generate_sequence,2
"[37, 42, 168, 173, 692, 697]",2788,alternating_sequence,2
"[6, 4, 1, 7, 11, 12]",19,generate_sequence,2
"[30, 43, 40, 113, 196, 349]",658,tribonacci,2
"[10, 14, 11, 24, 25, 35]",49,padovan,3
"[39, 16, 17, 72, 105, 194]",371,tribonacci,2
"[75, 32, -11, -54, -97, -140]",-183,arithmetic,3
"[39, 22, 20, 81, 123, 224]",428,tribonacci,2
"[14, 27, 9, 50, 86, 145]",281,tribonacci,2
"[16, 19, 14, 49, 82, 145]",276,tribonacci,2
"[88, 45, 2, -41, -84, -127]",-170,arithmetic,3
"[62, 20, -22, -64, -106, -148]",-190,arithmetic,3
"[52, 46, 52, 46, 52, 46]",52,alternating_add_subtract,2
"[76, 72, 75, 71, 74, 70]",73,alternating_add_subtract,2
"[19, 84, 344, 1384, 5544, 22184]",88744,linear_recursive,2
"[2, 20, 22, 42, 64, 106]",170,fibonacci,2
"[55, 84, 113, 142, 171, 200]",229,arithmetic,3
"[14, 17, 44, 75, 136, 255]",466,tribonacci,2
"[27, 149, 759, 3809, 19059, 95309]",476559,linear_recursive,2
"[29, 34, 136, 141, 564, 569]",2276,alternating_sequence,2
"[18, 16, 8, 34, 24, 42]",58,padovan,3
"[79, 107, 135, 163, 191, 219]",247,arithmetic,3
"[68, 66, 74, 72, 80, 78]",86,alternating_add_subtract,2
"[4, 13, 19, 17, 32, 36]",49,padovan,3
"[5, 20, 20, 25, 40, 45]",65,padovan,3
"[25, 13, 39, 77, 129, 245]",451,tribonacci,2
"[8, 21, 105, 118, 590, 603]",3015,alternating_sequence,2
"[16, 11, 12, 7, 8, 3]",4,alternating_add_subtract,2
"[3, 4, 5, 8, 12, 17]",25,generate_sequence,2
"[27, 66, 144, 300, 612, 1236]",2484,linear_recursive,2
"[8, 14, 1, 9, 23, 24]",33,generate_sequence,2
"[27, 42, 210, 225, 1125, 1140]",5700,alternating_sequence,2
"[4, 14, 4, 8, 22, 26]",34,generate_sequence,2
"[3, 43, 39, 85, 167, 291]",543,tribonacci,2
"[46, 54, 108, 116, 232, 240]",480,alternating_sequence,2
"[12, 11, 24, 47, 82, 153]",282,tribonacci,2
"[67, 57, 65, 55, 63, 53]",61,alternating_add_subtract,2
"[18, 19, 8, 26, 45, 53]",79,generate_sequence,2
"[1, 0, 5, 4, 9, 8]",13,alternating_add_subtract,2
"[42, 31, 19, 92, 142, 253]",487,tribonacci,2
"[24, 42, 60, 78, 96, 114]",132,arithmetic,3
"[40, 7, 54, 115, 284, 683]",1650,pell,2
"[11, 19, 15, 26, 45, 60]",86,generate_sequence,2
"[19, 14, 6, 25, 39, 45]",70,generate_sequence,2
"[25, 112, 460, 1852, 7420, 29692]",118780,linear_recursive,2
"[92, 94, 96, 98, 100, 102]",104,arithmetic,3
"[8, 15, 43, 66, 124, 233]",423,tribonacci,2
"[29, 24, 31, 84, 139, 254]",477,tribonacci,2
"[31, 32, 33, 34, 35, 36]",37,arithmetic,3
"[22, -11, -44, -77, -110, -143]",-176,arithmetic,3
"[18, 31, 30, 79, 140, 249]",468,tribonacci,2
"[11, 10, 13, 24, 34, 47]",71,generate_sequence,2
"[35, 48, 1, 84, 133, 218]",435,tribonacci,2
"[20, -4, -28, -52, -76, -100]",-124,arithmetic,3
"[6, 19, 30, 55, 104, 189]",348,tribonacci,2
"[5, 7, 21, 23, 69, 71]",213,alternating_sequence,2
"[36, 33, 35, 32, 34, 31]",33,alternating_add_subtract,2
"[1, 17, 20, 18, 37, 38]",55,padovan,3
"[15, 16, 13, 31, 29, 44]",60,padovan,3
"[9, 20, 19, 28, 48, 67]",95,generate_sequence,2
"[1, 6, 1, 8, 15, 24]",47,tribonacci,2
"[35, 177, 887, 4437, 22187, 110937]",554687,linear_recursive,2
"[15, 6, 9, 24, 30, 39]",63,generate_sequence,2
"[13, 17, 2, 30, 19, 32]",49,padovan,3
"[16, 21, 58, 137, 332, 801]",1934,pell,2
"[45, 39, 23, 107, 169, 299]",575,tribonacci,2
"[2, 48, 98, 244, 586, 1416]",3418,pell,2
"[47, 2, 16, 65, 83, 164]",312,tribonacci,2
"[6, 6, 2, 12, 8, 14]",20,padovan,3
"[88, 132, 176, 220, 264, 308]",352,arithmetic,3
"[30, 138, 570, 2298, 9210, 36858]",147450,linear_recursive,2
"[10, 11, 2, 12, 23, 25]",37,generate_sequence,2
"[1, 20, 11, 12, 32, 43]",55,generate_sequence,2
"[25, 32, 128, 135, 540, 547]",2188,alternating_sequence,2
"[27, 152, 777, 3902, 19527, 97652]",488277,linear_recursive,2
"[14, 17, 16, 30, 47, 63]",93,generate_sequence,2
"[70, 44, 18, -8, -34, -60]",-86,arithmetic,3
"[1, 9, 12, 10, 21, 22]",31,padovan,3
"[5, 13, 41, 59, 113, 213]",385,tribonacci,2
"[44, 184, 744, 2984, 11944, 47784]",191144,linear_recursive,2
"[93, 86, 88, 81, 83, 76]",78,alternating_add_subtract,2
"[19, 9, 13, 28, 22, 41]",50,padovan,3
"[6, 18, 7, 13, 31, 38]",51,generate_sequence,2
"[20, 6, 5, 26, 11, 31]",37,padovan,3
"[14, 19, 17, 31, 50, 67]",98,generate_sequence,2
"[91, 86, 87, 82, 83, 78]",79,alternating_add_subtract,2
"[12, 49, 197, 789, 3157, 12629]",50517,linear_recursive,2
"[27, 41, 6, 74, 121, 201]",396,tribonacci,2
"[15, 15, 14, 44, 73, 131]",248,tribonacci,2
"[14, 16, 10, 40, 66, 116]",222,tribonacci,2
"[89, 80, 90, 81, 91, 82]",92,alternating_add_subtract,2
"[53, 43, 52, 42, 51, 41]",50,alternating_add_subtract,2
"[75, 67, 75, 67, 75, 67]",75,alternating_add_subtract,2
"[74, 30, -14, -58, -102, -146]",-190,arithmetic,3
"[95, 74, 53, 32, 11, -10]",-31,arithmetic,3
"[37, 3, -31, -65, -99, -133]",-167,arithmetic,3
"[15, 13, 18, 28, 31, 46]",59,padovan,3
"[38, 44, 32, 114, 190, 336]",640,tribonacci,2
"[9, 3, 12, 24, 39, 75]",138,tribonacci,2
"[8, 7, 18, 15, 25, 33]",40,padovan,3
"[45, 153, 477, 1449, 4365, 13113]",39357,linear_recursive,2
"[10, -8, -26, -44, -62, -80]",-98,arithmetic,3
"[24, 80, 248, 752, 2264, 6800]",20408,linear_recursive,2
"[46, 35, 24, 13, 2, -9]",-20,arithmetic,3
"[20, 46, 5, 71, 122, 198]",391,tribonacci,2
"[84, 47, 10, -27, -64, -101]",-138,arithmetic,3
"[21, 39, 39, 99, 177, 315]",591,tribonacci,2
"[38, 1, 44, 83, 128, 255]",466,tribonacci,2
"[13, 4, 9, 26, 39, 74]",139,tribonacci,2
"[12, 9, 7, 19, 28, 35]",54,generate_sequence,2
"[58, 54, 62, 58, 66, 62]",70,alternating_add_subtract,2
"[3, 13, 50, 66, 129, 245]",440,tribonacci,2
"[5, 3, 14, 19, 22, 36]",55,generate_sequence,2
"[11, 6, 15, 17, 21, 32]",38,padovan,3
"[14, 9, 1, 23, 10, 24]",33,padovan,3
"[2, 49, 96, 143, 190, 237]",284,arithmetic,3
"[20, 29, 5, 54, 88, 147]",289,tribonacci,2
"[1, 8, 19, 9, 27, 28]",36,padovan,3
"[5, 12, 19, 17, 31, 36]",48,padovan,3
"[20, 20, 15, 35, 55, 70]",105,generate_sequence,2
"[2, 12, 3, 17, 32, 52]",101,tribonacci,2
"[36, 91, 201, 421, 861, 1741]",3501,linear_recursive,2
"[10, 40, 130, 400, 1210, 3640]",10930,linear_recursive,2
"[17, 9, 8, 26, 17, 34]",43,padovan,3
"[87, 89, 91, 93, 95, 97]",99,arithmetic,3
"[45, 43, 51, 49, 57, 55]",63,alternating_add_subtract,2
"[28, 41, 48, 117, 206, 371]",694,tribonacci,2
"[2, 9, 8, 10, 19, 27]",37,generate_sequence,2
"[7, 17, 11, 18, 35, 46]",64,generate_sequence,2
"[9, 4, 17, 38, 93, 224]",541,pell,2
"[4, 18, 40, 98, 236, 570]",1376,pell,2
"[16, 6, 8, 22, 14, 30]",36,padovan,3
"[20, 18, 18, 38, 56, 74]",112,generate_sequence,2
"[22, 14, 15, 7, 8, 0]",1,alternating_add_subtract,2
"[15, 36, 36, 87, 159, 282]",528,tribonacci,2
"[99, 98, 102, 101, 105, 104]",108,alternating_add_subtract,2
"[18, 47, 35, 100, 182, 317]",599,tribonacci,2
"[12, 19, 4, 31, 23, 35]",54,padovan,3
"[36, 42, 48, 54, 60, 66]",72,arithmetic,3
"[56, 85, 114, 143, 172, 201]",230,arithmetic,3
"[38, 44, 220, 226, 1130, 1136]",5680,alternating_sequence,2
"[39, 3, 2, 44, 49, 95]",188,tribonacci,2
"[3, 6, 5, 7, 8, 11]",15,fib_minus_const,1
"[12, 35, 82, 199, 480, 1159]",2798,pell,2
"[7, 30, 122, 490, 1962, 7850]",31402,linear_recursive,2
"[45, 24, 10, 79, 113, 202]",394,tribonacci,2
"[15, 29, 14, 58, 101, 173]",332,tribonacci,2
"[3, 1, 2, 5, 6, 8]",13,generate_sequence,2
"[43, 18, 42, 103, 163, 308]",574,tribonacci,2
"[15, 10, 7, 25, 17, 32]",42,padovan,3
"[39, 87, 183, 375, 759, 1527]",3063,linear_recursive,2
"[50, 40, 50, 40, 50, 40]",50,alternating_add_subtract,2
"[45, 23, 38, 106, 167, 311]",584,tribonacci,2
"[10, 17, 13, 27, 30, 40]",57,padovan,3
"[36, 21, 9, 66, 96, 171]",333,tribonacci,2
"[5, 16, 20, 21, 36, 41]",57,padovan,3
"[20, 24, 120, 124, 620, 624]",3120,alternating_sequence,2
"[20, 13, 1, 34, 48, 83]",165,tribonacci,2
"[48, 203, 823, 3303, 13223, 52903]",211623,linear_recursive,2
"[7, 5, 12, 12, 17, 24]",29,padovan,3
"[46, 37, 3, 86, 126, 215]",427,tribonacci,2
"[98, 91, 84, 77, 70, 63]",56,arithmetic,3
"[46, 21, 41, 108, 170, 319]",597,tribonacci,2
"[3, 19, 49, 71, 139, 259]",469,tribonacci,2
"[24, 37, 28, 89, 154, 271]",514,tribonacci,2
"[5, 37, 25, 67, 129, 221]",417,tribonacci,2
"[10, 50, 31, 91, 172, 294]",557,tribonacci,2
"[23, 23, 32, 78, 133, 243]",454,tribonacci,2
"[4, 6, 2, 10, 8, 12]",18,padovan,3
"[12, 53, 94, 135, 176, 217]",258,arithmetic,3
"[82, 128, 174, 220, 266, 312]",358,arithmetic,3
"[15, 13, 8, 23, 36, 44]",67,generate_sequence,2
"[5, 40, 48, 93, 181, 322]",596,tribonacci,2
"[20, 5, 18, 38, 43, 61]",99,generate_sequence,2
"[18, 7, 12, 25, 19, 37]",44,padovan,3
"[18, 48, 78, 108, 138, 168]",198,arithmetic,3
"[2, 17, 6, 8, 25, 31]",39,generate_sequence,2
"[40, 20, 0, -20, -40, -60]",-80,arithmetic,3
"[92, 92, 92, 92, 92, 92]",92,arithmetic,3
"[50, 17, 25, 92, 134, 251]",477,tribonacci,2
"[1, 5, 9, 10, 15, 24]",34,generate_sequence,2
"[26, 35, 40, 101, 176, 317]",594,tribonacci,2
"[60, 17, -26, -69, -112, -155]",-198,arithmetic,3
"[17, 1, 13, 18, 14, 31]",32,padovan,3
"[84, 79, 81, 76, 78, 73]",75,alternating_add_subtract,2
"[2, 1, 12, 3, 13, 15]",16,padovan,3
"[42, 37, 13, 92, 142, 247]",481,tribonacci,2
"[31, 45, 49, 125, 219, 393]",737,tribonacci,2
"[13, 21, 29, 37, 45, 53]",61,arithmetic,3
"[5, 4, 8, 13, 17, 25]",38,generate_sequence,2
"[23, 18, 59, 136, 331, 798]",1927,pell,2
"[2, 17, 14, 19, 31, 33]",50,padovan,3
"[16, 45, 48, 109, 202, 359]",670,tribonacci,2
"[18, 5, 37, 60, 102, 199]",361,tribonacci,2
"[83, 65, 47, 29, 11, -7]",-25,arithmetic,3
"[5, 18, 6, 11, 29, 35]",46,generate_sequence,2
"[20, 17, 17, 37, 54, 71]",108,generate_sequence,2
"[38, 47, 132, 311, 754, 1819]",4392,pell,2
"[49, 15, 7, 71, 93, 171]",335,tribonacci,2
"[14, 11, 15, 12, 16, 13]",17,alternating_add_subtract,2
"[18, 11, 14, 29, 25, 43]",54,padovan,3
"[18, 2, 1, 20, 3, 21]",23,padovan,3
"[33, 24, 34, 25, 35, 26]",36,alternating_add_subtract,2
